filename,width,height,class,xmin,ymin,xmax,ymax
image577.jpg,800,600,Red,380,1,487,197
image164.jpg,800,600,Red,84,487,107,539
image164.jpg,800,600,Red,189,489,212,541
image164.jpg,800,600,Red,293,492,316,544
image261.jpg,800,600,Yellow,70,405,107,488
image261.jpg,800,600,Yellow,233,410,268,493
image261.jpg,800,600,Yellow,393,412,427,499
image259.jpg,800,600,Yellow,70,404,108,488
image259.jpg,800,600,Yellow,230,412,272,495
image259.jpg,800,600,Yellow,393,414,431,500
image509.jpg,800,600,Green,155,337,199,446
image509.jpg,800,600,Green,374,344,417,453
image509.jpg,800,600,Green,582,349,633,462
image93.jpg,800,600,Red,1,68,77,266
image93.jpg,800,600,Red,378,73,475,270
image85.jpg,800,600,Red,30,141,119,314
image85.jpg,800,600,Red,376,145,460,321
image85.jpg,800,600,Red,726,150,800,324
image513.jpg,800,600,Green,149,330,195,446
image513.jpg,800,600,Green,369,343,419,448
image513.jpg,800,600,Green,585,348,635,458
image221.jpg,800,600,Yellow,1,23,55,236
image221.jpg,800,600,Yellow,383,27,480,245
image478.jpg,800,600,Red,402,482,427,540
image478.jpg,800,600,Red,515,487,540,541
image478.jpg,800,600,Red,625,487,647,544
image200.jpg,800,600,Green,83,227,152,378
image200.jpg,800,600,Green,378,234,450,382
image200.jpg,800,600,Green,671,243,729,380
image235.jpg,800,600,Yellow,100,239,165,384
image235.jpg,800,600,Yellow,382,248,442,391
image235.jpg,800,600,Yellow,658,250,722,400
image538.jpg,800,600,Green,17,118,99,297
image538.jpg,800,600,Green,374,126,449,302
image538.jpg,800,600,Green,725,141,800,308
image490.jpg,800,600,Red,153,468,174,529
image490.jpg,800,600,Red,269,475,291,534
image490.jpg,800,600,Red,383,474,412,538
image539.jpg,800,600,Green,17,119,91,296
image539.jpg,800,600,Green,381,135,452,303
image539.jpg,800,600,Green,726,139,800,308
image491.jpg,800,600,Red,151,469,178,530
image491.jpg,800,600,Red,268,472,290,535
image491.jpg,800,600,Red,385,477,412,537
image383.jpg,800,600,Red,153,341,204,448
image383.jpg,800,600,Red,371,347,416,455
image383.jpg,800,600,Red,581,351,634,464
image189.jpg,800,600,Green,115,266,169,398
image189.jpg,800,600,Green,375,271,433,401
image189.jpg,800,600,Green,635,274,699,410
image56.jpg,800,600,Red,108,256,170,393
image56.jpg,800,600,Red,373,261,435,398
image56.jpg,800,600,Red,643,266,705,403
image2121.jpg,800,600,Green,133,453,162,524
image2121.jpg,800,600,Green,261,457,288,521
image2121.jpg,800,600,Green,384,462,417,526
image2631.jpg,800,600,Yellow,66,402,101,489
image2631.jpg,800,600,Yellow,230,406,265,489
image2631.jpg,800,600,Yellow,395,415,433,496
image176.jpg,800,600,Red,404,485,427,540
image176.jpg,800,600,Red,513,487,536,542
image176.jpg,800,600,Red,623,490,646,545
image91.jpg,800,600,Red,8,97,95,288
image91.jpg,800,600,Red,379,102,466,293
image91.jpg,800,600,Red,755,111,799,299
image512.jpg,800,600,Green,153,333,191,445
image512.jpg,800,600,Green,372,340,413,451
image512.jpg,800,600,Green,590,346,637,454
image222.jpg,800,600,Yellow,384,2,498,179
image2241.jpg,800,600,Yellow,104,249,158,386
image2241.jpg,800,600,Yellow,375,252,440,390
image2241.jpg,800,600,Yellow,653,260,710,398
image574.jpg,800,600,Red,373,10,483,236
image95.jpg,800,600,Red,1,49,67,254
image95.jpg,800,600,Red,380,50,479,260
image2231.jpg,800,600,Yellow,105,252,157,390
image2231.jpg,800,600,Yellow,375,257,433,393
image2231.jpg,800,600,Yellow,650,260,714,396
image100.jpg,800,600,Red,383,1,499,184
image54.jpg,800,600,Red,109,263,169,394
image54.jpg,800,600,Red,374,264,434,395
image54.jpg,800,600,Red,643,271,703,402
image7.jpg,800,600,Red,126,288,184,412
image7.jpg,800,600,Red,373,292,431,416
image7.jpg,800,600,Red,620,295,678,419
image223.jpg,800,600,Yellow,387,1,501,183
image204.jpg,800,600,Green,74,201,144,355
image204.jpg,800,600,Green,373,206,443,365
image204.jpg,800,600,Green,678,218,749,371
image2101.jpg,800,600,Green,135,457,159,522
image2101.jpg,800,600,Green,264,461,289,523
image2101.jpg,800,600,Green,387,466,415,525
image78.jpg,800,600,Red,65,188,136,345
image78.jpg,800,600,Red,378,192,449,349
image78.jpg,800,600,Red,694,197,765,354
image262.jpg,800,600,Yellow,67,406,106,491
image262.jpg,800,600,Yellow,231,409,273,498
image262.jpg,800,600,Yellow,392,414,433,501
image1204.jpg,800,600,Green,139,459,168,521
image1204.jpg,800,600,Green,264,462,291,526
image1204.jpg,800,600,Green,388,470,414,532
image479.jpg,800,600,Red,406,482,425,538
image479.jpg,800,600,Red,516,487,539,544
image479.jpg,800,600,Red,626,486,648,544
image175.jpg,800,600,Red,403,485,428,541
image175.jpg,800,600,Red,511,486,536,542
image175.jpg,800,600,Red,622,491,647,547
image507.jpg,800,600,Green,157,340,197,449
image507.jpg,800,600,Green,374,347,415,450
image507.jpg,800,600,Green,589,355,622,458
image260.jpg,800,600,Yellow,70,406,107,488
image260.jpg,800,600,Yellow,229,408,270,495
image260.jpg,800,600,Yellow,392,416,430,495
image506.jpg,800,600,Green,158,337,193,449
image506.jpg,800,600,Green,375,347,415,454
image506.jpg,800,600,Green,585,351,629,457
image81.jpg,800,600,Red,46,159,124,326
image81.jpg,800,600,Red,377,162,455,329
image81.jpg,800,600,Red,713,166,791,333
image2061.jpg,800,600,Green,138,458,165,523
image2061.jpg,800,600,Green,263,462,290,524
image2061.jpg,800,600,Green,385,468,413,530
image115.jpg,800,600,Red,167,533,184,573
image115.jpg,800,600,Red,242,536,259,576
image115.jpg,800,600,Red,315,536,332,576
image43.jpg,800,600,Red,122,278,176,405
image43.jpg,800,600,Red,377,280,431,407
image43.jpg,800,600,Red,633,285,687,412
image2111.jpg,800,600,Green,132,453,162,519
image2111.jpg,800,600,Green,259,454,289,520
image2111.jpg,800,600,Green,386,460,416,526
image160.jpg,800,600,Red,92,490,114,542
image160.jpg,800,600,Red,194,493,218,545
image160.jpg,800,600,Red,294,496,318,548
image42.jpg,800,600,Red,122,280,179,406
image42.jpg,800,600,Red,375,283,432,409
image42.jpg,800,600,Red,630,286,687,412
image195.jpg,800,600,Green,103,253,165,396
image195.jpg,800,600,Green,373,259,442,398
image195.jpg,800,600,Green,644,260,710,399
image537.jpg,800,600,Green,22,112,90,291
image537.jpg,800,600,Green,379,129,451,308
image537.jpg,800,600,Green,729,134,799,315
image307.jpg,800,600,Red,173,365,216,462
image307.jpg,800,600,Red,372,371,417,473
image307.jpg,800,600,Red,568,374,610,471
image59.jpg,800,600,Red,107,256,164,390
image59.jpg,800,600,Red,374,258,437,396
image59.jpg,800,600,Red,647,261,710,399
image207.jpg,800,600,Green,58,179,128,343
image207.jpg,800,600,Green,378,184,452,347
image207.jpg,800,600,Green,699,187,772,354
image76.jpg,800,600,Red,64,188,138,347
image76.jpg,800,600,Red,376,190,450,349
image76.jpg,800,600,Red,692,195,766,354
image63.jpg,800,600,Red,97,245,160,385
image63.jpg,800,600,Red,376,248,439,388
image63.jpg,800,600,Red,653,252,716,392
image202.jpg,800,600,Green,83,228,162,378
image202.jpg,800,600,Green,370,232,447,380
image202.jpg,800,600,Green,663,236,734,387
image540.jpg,800,600,Yellow,6,97,81,281
image540.jpg,800,600,Yellow,379,106,453,289
image540.jpg,800,600,Yellow,745,121,800,300
image554.jpg,800,600,Yellow,3,64,72,263
image554.jpg,800,600,Yellow,370,77,464,274
image554.jpg,800,600,Yellow,768,85,800,280
image32.jpg,800,600,Red,125,285,179,411
image32.jpg,800,600,Red,376,286,430,412
image32.jpg,800,600,Red,626,290,680,416
image578.jpg,800,600,Red,374,4,484,196
image77.jpg,800,600,Red,62,186,136,345
image77.jpg,800,600,Red,377,191,451,350
image77.jpg,800,600,Red,690,196,764,355
image232.jpg,800,600,Yellow,97,241,159,384
image232.jpg,800,600,Yellow,372,247,439,389
image232.jpg,800,600,Yellow,652,252,717,397
image310.jpg,800,600,Red,169,365,218,462
image310.jpg,800,600,Red,371,365,419,475
image310.jpg,800,600,Red,560,377,611,473
image573.jpg,800,600,Red,375,3,472,235
image193.jpg,800,600,Green,107,261,172,406
image193.jpg,800,600,Green,379,273,432,401
image193.jpg,800,600,Green,641,272,702,406
image90.jpg,800,600,Red,4,100,96,285
image90.jpg,800,600,Red,377,104,469,289
image90.jpg,800,600,Red,757,108,800,294
image228.jpg,800,600,Yellow,95,244,165,386
image228.jpg,800,600,Yellow,373,248,441,392
image228.jpg,800,600,Yellow,650,251,716,393
image3.jpg,800,600,Red,127,286,183,408
image3.jpg,800,600,Red,374,289,430,411
image3.jpg,800,600,Red,622,293,678,415
image561.jpg,800,600,Yellow,2,45,69,261
image561.jpg,800,600,Yellow,372,64,484,276
image94.jpg,800,600,Red,1,68,77,265
image94.jpg,800,600,Red,380,73,474,268
image8.jpg,800,600,Red,127,287,184,413
image8.jpg,800,600,Red,372,290,429,416
image8.jpg,800,600,Red,621,294,678,420
image1.jpg,800,600,Red,127,285,183,412
image1.jpg,800,600,Red,374,287,430,414
image1.jpg,800,600,Red,622,293,678,420
image2071.jpg,800,600,Green,137,459,170,524
image2071.jpg,800,600,Green,262,462,291,526
image2071.jpg,800,600,Green,382,468,410,529
image187.jpg,800,600,Green,113,268,167,397
image187.jpg,800,600,Green,372,268,431,402
image187.jpg,800,600,Green,639,279,695,407
image98.jpg,800,600,Red,384,1,492,221
image24.jpg,800,600,Red,127,289,185,414
image24.jpg,800,600,Red,372,292,430,417
image24.jpg,800,600,Red,621,295,679,420
image17.jpg,800,600,Red,166,533,184,573
image17.jpg,800,600,Red,240,536,258,576
image17.jpg,800,600,Red,313,537,331,577
image185.jpg,800,600,Green,113,271,171,398
image185.jpg,800,600,Green,372,271,434,404
image185.jpg,800,600,Green,638,278,696,410
image116.jpg,800,600,Red,166,534,184,571
image116.jpg,800,600,Red,240,536,258,573
image116.jpg,800,600,Red,313,539,331,576
image82.jpg,800,600,Red,48,157,123,325
image82.jpg,800,600,Red,378,161,453,329
image82.jpg,800,600,Red,714,168,789,336
image152.jpg,800,600,Red,102,495,124,544
image152.jpg,800,600,Red,200,498,222,547
image152.jpg,800,600,Red,298,501,320,550
image214.jpg,800,600,Green,28,122,103,309
image214.jpg,800,600,Green,380,126,465,303
image214.jpg,800,600,Green,737,127,797,318
image66.jpg,800,600,Red,156,527,175,570
image66.jpg,800,600,Red,233,529,252,572
image66.jpg,800,600,Red,311,530,330,573
image308.jpg,800,600,Red,168,361,220,465
image308.jpg,800,600,Red,370,366,405,474
image308.jpg,800,600,Red,572,374,619,476
image541.jpg,800,600,Yellow,5,95,84,287
image541.jpg,800,600,Yellow,379,110,460,284
image541.jpg,800,600,Yellow,749,124,800,296
image114.jpg,800,600,Red,167,533,186,571
image114.jpg,800,600,Red,240,536,259,574
image114.jpg,800,600,Red,312,538,331,576
image224.jpg,800,600,Yellow,381,2,500,182
image534.jpg,800,600,Green,38,153,113,327
image534.jpg,800,600,Green,377,166,452,332
image534.jpg,800,600,Green,708,174,779,347
image287.jpg,800,600,Red,149,471,180,533
image287.jpg,800,600,Red,269,470,294,534
image287.jpg,800,600,Red,381,477,412,537
image255.jpg,800,600,Yellow,82,409,116,494
image255.jpg,800,600,Yellow,232,413,275,500
image255.jpg,800,600,Yellow,392,418,426,503
image306.jpg,800,600,Red,172,367,219,466
image306.jpg,800,600,Red,373,374,411,470
image306.jpg,800,600,Red,565,375,608,477
image2131.jpg,800,600,Green,129,454,160,521
image2131.jpg,800,600,Green,258,457,288,522
image2131.jpg,800,600,Green,389,464,412,526
image2091.jpg,800,600,Green,133,458,163,519
image2091.jpg,800,600,Green,262,462,290,525
image2091.jpg,800,600,Green,387,468,415,524
image560.jpg,800,600,Yellow,4,52,71,255
image560.jpg,800,600,Yellow,374,70,466,269
image256.jpg,800,600,Yellow,74,408,112,492
image256.jpg,800,600,Yellow,234,413,271,491
image256.jpg,800,600,Yellow,392,422,430,502
image79.jpg,800,600,Red,53,174,132,337
image79.jpg,800,600,Red,376,180,455,343
image79.jpg,800,600,Red,698,184,777,347
image2081.jpg,800,600,Green,134,456,169,520
image2081.jpg,800,600,Green,260,464,290,527
image2081.jpg,800,600,Green,388,464,416,527
image182.jpg,800,600,Green,111,265,171,396
image182.jpg,800,600,Green,372,272,436,400
image182.jpg,800,600,Green,639,279,696,403
image575.jpg,800,600,Red,371,11,490,239
image238.jpg,800,600,Yellow,99,244,159,379
image238.jpg,800,600,Yellow,378,246,439,388
image238.jpg,800,600,Yellow,659,251,719,390
image505.jpg,800,600,Green,153,339,200,448
image505.jpg,800,600,Green,370,351,415,455
image505.jpg,800,600,Green,587,356,630,457
image183.jpg,800,600,Green,111,265,172,393
image183.jpg,800,600,Green,374,271,434,402
image183.jpg,800,600,Green,639,276,698,410
image386.jpg,800,600,Red,150,336,198,457
image386.jpg,800,600,Red,369,344,421,457
image386.jpg,800,600,Red,579,352,629,462
image514.jpg,800,600,Green,149,325,197,447
image514.jpg,800,600,Green,370,339,416,449
image514.jpg,800,600,Green,588,348,638,454
image564.jpg,800,600,Red,2,36,57,259
image564.jpg,800,600,Red,375,48,470,271
image213.jpg,800,600,Green,20,118,110,305
image213.jpg,800,600,Green,377,129,459,306
image213.jpg,800,600,Green,738,126,800,313
image576.jpg,800,600,Red,380,1,489,196
image113.jpg,800,600,Red,168,535,183,576
image113.jpg,800,600,Red,242,536,257,577
image113.jpg,800,600,Red,315,538,330,579
image559.jpg,800,600,Yellow,3,60,70,265
image559.jpg,800,600,Yellow,378,75,466,274
image53.jpg,800,600,Red,114,266,170,397
image53.jpg,800,600,Red,377,268,433,399
image53.jpg,800,600,Red,641,273,697,404
image89.jpg,800,600,Red,22,125,108,303
image89.jpg,800,600,Red,378,129,464,307
image89.jpg,800,600,Red,737,133,800,312
image508.jpg,800,600,Green,156,337,199,451
image508.jpg,800,600,Green,372,351,416,454
image508.jpg,800,600,Green,583,354,626,458
image61.jpg,800,600,Red,103,250,165,388
image61.jpg,800,600,Red,375,255,437,393
image61.jpg,800,600,Red,650,258,712,396
image557.jpg,800,600,Yellow,1,53,69,259
image557.jpg,800,600,Yellow,374,79,466,275
image96.jpg,800,600,Red,1,48,67,256
image96.jpg,800,600,Red,378,51,479,263
image154.jpg,800,600,Red,95,493,120,545
image154.jpg,800,600,Red,197,495,222,547
image154.jpg,800,600,Red,295,498,320,550
image40.jpg,800,600,Red,122,280,176,407
image40.jpg,800,600,Red,375,283,429,410
image40.jpg,800,600,Red,629,286,683,413
image44.jpg,800,600,Red,119,275,177,404
image44.jpg,800,600,Red,374,278,432,407
image44.jpg,800,600,Red,630,283,688,412
image254.jpg,800,600,Yellow,77,410,118,491
image254.jpg,800,600,Yellow,234,413,272,498
image254.jpg,800,600,Yellow,389,417,428,504
image220.jpg,800,600,Yellow,2,10,51,243
image220.jpg,800,600,Yellow,383,26,485,244
image157.jpg,800,600,Red,97,493,119,544
image157.jpg,800,600,Red,198,496,220,547
image157.jpg,800,600,Red,296,498,318,549
image26.jpg,800,600,Red,126,288,183,412
image26.jpg,800,600,Red,373,292,430,416
image26.jpg,800,600,Red,622,296,679,420
image211.jpg,800,600,Green,46,151,121,321
image211.jpg,800,600,Green,380,159,455,329
image211.jpg,800,600,Green,714,163,800,335
image242.jpg,800,600,Yellow,85,238,163,382
image242.jpg,800,600,Yellow,373,237,443,384
image242.jpg,800,600,Yellow,655,244,723,392
image88.jpg,800,600,Red,21,123,104,303
image88.jpg,800,600,Red,379,126,462,306
image88.jpg,800,600,Red,738,134,800,313
image305.jpg,800,600,Red,173,366,216,471
image305.jpg,800,600,Red,372,372,413,474
image305.jpg,800,600,Red,563,379,609,475
image219.jpg,800,600,Yellow,1,23,52,240
image219.jpg,800,600,Yellow,386,23,484,248
image92.jpg,800,600,Red,8,99,97,286
image92.jpg,800,600,Red,377,104,466,291
image92.jpg,800,600,Red,756,111,800,295
image57.jpg,800,600,Red,107,258,170,393
image57.jpg,800,600,Red,374,261,437,396
image57.jpg,800,600,Red,642,266,705,401
image227.jpg,800,600,Yellow,96,244,165,388
image227.jpg,800,600,Yellow,375,248,439,387
image227.jpg,800,600,Yellow,649,254,721,398
image384.jpg,800,600,Red,148,339,199,448
image384.jpg,800,600,Red,371,343,414,456
image384.jpg,800,600,Red,580,349,634,465
image86.jpg,800,600,Red,33,140,116,316
image86.jpg,800,600,Red,378,144,461,320
image86.jpg,800,600,Red,726,150,800,323
image252.jpg,800,600,Yellow,77,411,120,496
image252.jpg,800,600,Yellow,238,415,274,501
image252.jpg,800,600,Yellow,385,423,430,510
image387.jpg,800,600,Red,155,343,196,447
image387.jpg,800,600,Red,370,348,418,449
image387.jpg,800,600,Red,584,352,630,459
image511.jpg,800,600,Green,157,334,194,445
image511.jpg,800,600,Green,374,344,415,455
image511.jpg,800,600,Green,589,356,629,461
image571.jpg,800,600,Red,2,17,48,232
image571.jpg,800,600,Red,377,28,481,256
image3881.jpg,800,600,Red,153,343,198,450
image3881.jpg,800,600,Red,373,346,416,454
image3881.jpg,800,600,Red,583,353,631,459
image225.jpg,800,600,Yellow,95,245,166,387
image225.jpg,800,600,Yellow,375,250,438,390
image225.jpg,800,600,Yellow,651,255,715,395
image536.jpg,800,600,Green,47,158,103,321
image536.jpg,800,600,Green,379,163,449,333
image536.jpg,800,600,Green,705,181,783,339
image186.jpg,800,600,Green,108,265,175,398
image186.jpg,800,600,Green,373,272,433,407
image186.jpg,800,600,Green,637,276,696,405
image562.jpg,800,600,Yellow,3,53,63,255
image562.jpg,800,600,Yellow,377,70,468,269
image258.jpg,800,600,Yellow,73,409,113,493
image258.jpg,800,600,Yellow,232,412,274,499
image258.jpg,800,600,Yellow,392,420,430,500
image33.jpg,800,600,Red,125,284,180,411
image33.jpg,800,600,Red,376,287,431,414
image33.jpg,800,600,Red,627,290,682,417
image553.jpg,800,600,Yellow,2,71,66,260
image553.jpg,800,600,Yellow,375,81,464,274
image553.jpg,800,600,Yellow,765,98,800,288
image240.jpg,800,600,Yellow,94,239,156,379
image240.jpg,800,600,Yellow,372,245,439,386
image240.jpg,800,600,Yellow,658,252,724,387
image263.jpg,800,600,Red,84,487,110,541
image263.jpg,800,600,Red,192,490,214,547
image263.jpg,800,600,Red,293,494,319,548
image180.jpg,800,600,Green,113,269,171,396
image180.jpg,800,600,Green,373,271,434,402
image180.jpg,800,600,Green,638,276,700,409
image257.jpg,800,600,Yellow,73,406,114,494
image257.jpg,800,600,Yellow,234,412,273,494
image257.jpg,800,600,Yellow,390,416,429,503
image239.jpg,800,600,Yellow,97,245,159,376
image239.jpg,800,600,Yellow,382,249,438,384
image239.jpg,800,600,Yellow,659,247,720,393
image153.jpg,800,600,Red,101,495,125,545
image153.jpg,800,600,Red,199,498,223,548
image153.jpg,800,600,Red,297,500,321,550
image181.jpg,800,600,Green,113,267,173,399
image181.jpg,800,600,Green,373,269,433,401
image181.jpg,800,600,Green,638,273,698,405
image159.jpg,800,600,Red,93,491,115,541
image159.jpg,800,600,Red,195,493,217,543
image159.jpg,800,600,Red,296,495,318,545
image2051.jpg,800,600,Green,137,457,165,525
image2051.jpg,800,600,Green,263,464,288,529
image2051.jpg,800,600,Green,384,465,415,526
image41.jpg,800,600,Red,123,281,178,406
image41.jpg,800,600,Red,377,284,432,409
image41.jpg,800,600,Red,629,288,684,413
image101.jpg,800,600,Red,384,1,500,185
image210.jpg,800,600,Green,41,158,117,324
image210.jpg,800,600,Green,376,162,455,326
image210.jpg,800,600,Green,716,162,794,332
image158.jpg,800,600,Red,92,492,115,541
image158.jpg,800,600,Red,194,493,216,544
image158.jpg,800,600,Red,295,495,318,544
image533.jpg,800,600,Green,63,191,137,350
image533.jpg,800,600,Green,376,201,440,356
image533.jpg,800,600,Green,681,211,741,359
image36.jpg,800,600,Red,123,283,178,407
image36.jpg,800,600,Red,374,285,429,409
image36.jpg,800,600,Red,628,290,683,414
image174.jpg,800,600,Red,402,486,427,541
image174.jpg,800,600,Red,512,488,537,543
image174.jpg,800,600,Red,622,489,647,544
image206.jpg,800,600,Green,73,202,143,360
image206.jpg,800,600,Green,374,214,442,369
image206.jpg,800,600,Green,679,211,754,373
image556.jpg,800,600,Yellow,4,61,71,261
image556.jpg,800,600,Yellow,374,77,464,275
image217.jpg,800,600,Green,1,70,82,264
image217.jpg,800,600,Green,382,71,473,275
image60.jpg,800,600,Red,103,249,167,388
image60.jpg,800,600,Red,374,254,438,393
image60.jpg,800,600,Red,650,257,714,396
image99.jpg,800,600,Red,383,1,496,201
image163.jpg,800,600,Red,159,530,175,567
image163.jpg,800,600,Red,236,531,252,568
image163.jpg,800,600,Red,312,533,328,570
image510.jpg,800,600,Green,156,341,202,448
image510.jpg,800,600,Green,370,349,410,454
image510.jpg,800,600,Green,588,352,629,457
image253.jpg,800,600,Yellow,81,409,121,494
image253.jpg,800,600,Yellow,233,419,270,498
image253.jpg,800,600,Yellow,388,424,421,502
image83.jpg,800,600,Red,43,159,124,326
image83.jpg,800,600,Red,376,162,457,329
image83.jpg,800,600,Red,712,167,793,334
image377.jpg,800,600,Red,401,482,429,541
image377.jpg,800,600,Red,514,489,539,540
image377.jpg,800,600,Red,626,486,653,547
image265.jpg,800,600,Yellow,65,402,102,488
